study_uid,findings_bertscore_p,findings_bertscore_r,findings_bertscore_f1,impression_bertscore_p,impression_bertscore_r,impression_bertscore_f1
3296,0.8649803996086121,0.9161826968193054,0.8898455500602722,0.8649448156356812,0.9152866005897522,0.8894038796424866
330,0.9134639501571655,0.8973533511161804,0.9053370356559753,0.9910463690757751,0.9910463690757751,0.9910463690757751
3311,0.8495628833770752,0.8620538115501404,0.855762779712677,0.8392055034637451,0.8766102194786072,0.8575001358985901
3312,0.8024873733520508,0.8217394351959229,0.8119993209838867,0.8038434982299805,0.8429039716720581,0.822910487651825
3319,0.8522592782974243,0.8652534484863281,0.8587071895599365,0.8690198659896851,0.8828505277633667,0.8758805990219116
3322,0.8575178980827332,0.8283218145370483,0.8426671028137207,0.8778729438781738,0.9013361930847168,0.8894498348236084
3327,0.8887954354286194,0.8753635287284851,0.8820284008979797,0.8133615255355835,0.7649921774864197,0.7884357571601868
3343,0.8972358703613281,0.8743736743927002,0.8856572508811951,0.9536475539207458,0.9534313082695007,0.9535394310951233
3345,0.8538644313812256,0.8641726970672607,0.8589876294136047,0.973581850528717,0.973581850528717,0.973581850528717
3349,0.8899392485618591,0.8739911317825317,0.8818930983543396,0.8545386791229248,0.7657332420349121,0.8077023029327393
3359,0.8141416311264038,0.8994331955909729,0.8546647429466248,0.8844069242477417,0.9185858964920044,0.9011724591255188
3360,0.8560625314712524,0.8387989401817322,0.847342848777771,0.9080897569656372,0.8150784969329834,0.8590739369392395
3363,0.831264078617096,0.776052713394165,0.8027101755142212,0.8280147910118103,0.8162193894386292,0.822074830532074
3371,0.8249018788337708,0.8003382682800293,0.8124344944953918,0.9061893820762634,0.9061893820762634,0.9061893820762634
3375,0.8566898703575134,0.8461208939552307,0.8513725399971008,0.7717517018318176,0.8290496468544006,0.7993752360343933
3385,0.8389767408370972,0.8737215995788574,0.8559967279434204,0.7904128432273865,0.8200221657752991,0.8049452900886536
3393,0.8514456748962402,0.816744863986969,0.833734393119812,0.7374682426452637,0.7451914548873901,0.7413097023963928
3408,0.8592466115951538,0.8624690175056458,0.8608548045158386,0.9060338735580444,0.9455134868621826,0.9253527522087097
3411,0.8576316833496094,0.8120572566986084,0.8342224955558777,0.7805007100105286,0.7703219056129456,0.7753779292106628
3412,0.8311908841133118,0.8519583344459534,0.8414465188980103,0.887378454208374,0.872972309589386,0.8801164627075195
3413,0.845913290977478,0.8760992288589478,0.8607417345046997,0.8362408876419067,0.8574508428573608,0.8467130661010742
3417,0.8055098056793213,0.797329843044281,0.8013989329338074,0.7861299514770508,0.8356500267982483,0.8101339340209961
3423,0.8261941075325012,0.8246016502380371,0.8253971338272095,0.8570878505706787,0.8671624660491943,0.8620957136154175
3424,0.8314224481582642,0.8494858145713806,0.8403571248054504,0.7935659289360046,0.8798848986625671,0.834499180316925
3428,0.8844389319419861,0.8159145712852478,0.848796010017395,0.7745766639709473,0.8387151956558228,0.8053709268569946
3429,0.8491655588150024,0.841133177280426,0.8451302647590637,0.9751073122024536,0.9751073122024536,0.9751073122024536
3430,0.7946057319641113,0.7993932962417603,0.796992301940918,0.7811723947525024,0.7947491407394409,0.787902295589447
3431,0.8188391327857971,0.8608302474021912,0.839309811592102,0.9120904207229614,0.9470915198326111,0.9292615652084351
3439,0.8314372301101685,0.9266852140426636,0.8764811158180237,0.8097255825996399,0.9286829233169556,0.8651341795921326
